"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2024/02/16","10:00","-0.221","-","-0.048"
"2024/02/16","11:00","-0.394","-","-0.196"
"2024/02/16","12:00","-0.49","-","-0.236"
"2024/02/16","13:00","-0.476","-","-0.219"
"2024/02/16","14:00","-0.357","-","-0.12"
"2024/02/16","15:00","-0.171","-","0.059"
"2024/02/16","16:00","0.025","-","0.258"
"2024/02/16","17:00","0.174","-","0.417"
"2024/02/16","18:00","0.229","-","0.487"
"2024/02/16","19:00","0.161","-","0.434"
"2024/02/16","20:00","0","-","0.232"
"2024/02/16","21:00","-0.183","-","0.028"
"2024/02/16","22:00","-0.355","-","-0.136"
"2024/02/16","23:00","-0.502","-","-0.266"
"2024/02/17","00:00","-0.581","-","-0.292"
"2024/02/17","01:00","-0.55","-","-0.277"
"2024/02/17","02:00","-0.411","-","-0.12"
"2024/02/17","03:00","-0.192","-","0.089"
"2024/02/17","04:00","0.051","-","0.366"
"2024/02/17","05:00","0.26","-","0.617"
"2024/02/17","06:00","0.394","-","0.754"
"2024/02/17","07:00","0.418","-","0.762"
"2024/02/17","08:00","0.333","-","0.654"
"2024/02/17","09:00","0.186","-","0.459"
"2024/02/17","10:00","0.016","-","0.259"
"2024/02/17","11:00","-0.173","-","0.061"
"2024/02/17","12:00","-0.348","-","-0.067"
"2024/02/17","13:00","-0.451","-","-0.136"
"2024/02/17","14:00","-0.449","-","-0.217"
"2024/02/17","15:00","-0.346","-","-0.21"
"2024/02/17","16:00","-0.179","-","0.006"
"2024/02/17","17:00","-0.005","-","0.203"
"2024/02/17","18:00","0.123","-","0.356"
"2024/02/17","19:00","0.17","-","0.423"
"2024/02/17","20:00","0.114","-","0.343"
"2024/02/17","21:00","-0.016","-","0.226"
"2024/02/17","22:00","-0.17","-","0.05"
"2024/02/17","23:00","-0.327","-","-0.063"
"2024/02/18","00:00","-0.47","-","-0.172"
"2024/02/18","01:00","-0.548","-","-0.254"
"2024/02/18","02:00","-0.521","-","-0.283"
"2024/02/18","03:00","-0.389","-","-0.152"
"2024/02/18","04:00","-0.183","-","0.069"
"2024/02/18","05:00","0.04","-","0.327"
"2024/02/18","06:00","0.23","-","0.51"
"2024/02/18","07:00","0.354","-","0.637"
"2024/02/18","08:00","0.387","-","0.699"
"2024/02/18","09:00","0.326","-","0.575"
"2024/02/18","10:00","0.203","-","0.391"
"2024/02/18","11:00","0.043","-","0.234"
"2024/02/18","12:00","-0.148","-","0.094"
"2024/02/18","13:00","-0.328","-","-0.088"
"2024/02/18","14:00","-0.436","-","-0.165"
"2024/02/18","15:00","-0.438","-","-0.14"
"2024/02/18","16:00","-0.341","-","-0.09"
"2024/02/18","17:00","-0.187","-","0.119"
"2024/02/18","18:00","-0.03","-","0.271"
"2024/02/18","19:00","0.091","-","0.445"
"2024/02/18","20:00","0.145","-","0.464"
"2024/02/18","21:00","0.106","-","0.416"
"2024/02/18","22:00","-0.005","-","0.298"
"2024/02/18","23:00","-0.148","-","0.189"
"2024/02/19","00:00","-0.306","-","-0.001"
"2024/02/19","01:00","-0.453","-","-0.181"
"2024/02/19","02:00","-0.533","-","-0.18"
"2024/02/19","03:00","-0.505","-","-0.207"
"2024/02/19","04:00","-0.376","-","-0.098"
"2024/02/19","05:00","-0.182","-","0.115"
"2024/02/19","06:00","0.024","-","0.385"
"2024/02/19","07:00","0.205","-","0.542"
"2024/02/19","08:00","0.335","-","0.592"
"2024/02/19","09:00","0.381","-","0.595"
"2024/02/19","10:00","0.331","-","0.532"
"2024/02/19","11:00","0.214","-","0.39"
"2024/02/19","12:00","0.049","-","0.196"
"2024/02/19","13:00","-0.152","-","0.056"
"2024/02/19","14:00","-0.336","-","-0.117"
"2024/02/19","15:00","-0.439","-","-0.239"
"2024/02/19","16:00","-0.436","-","-0.226"
"2024/02/19","17:00","-0.339","-","-0.119"
"2024/02/19","18:00","-0.192","-","0.088"
"2024/02/19","19:00","-0.039","-","0.205"
"2024/02/19","20:00","0.092","-","0.325"
"2024/02/19","21:00","0.158","-","0.366"
"2024/02/19","22:00","0.125","-","0.433"
"2024/02/19","23:00","0.015","-","0.248"
"2024/02/20","00:00","-0.133","-","0.085"
"2024/02/20","01:00","-0.303","-","-0.12"
"2024/02/20","02:00","-0.457","-","-0.298"
"2024/02/20","03:00","-0.533","-","-0.374"
"2024/02/20","04:00","-0.5","-","-0.272"
"2024/02/20","05:00","-0.37","-","-0.08"
"2024/02/20","06:00","-0.183","-","0.107"
"2024/02/20","07:00","0.018","-","0.302"
"2024/02/20","08:00","0.205","-","0.435"
"2024/02/20","09:00","0.346","-","0.563"
"2024/02/20","10:00","0.392","-","0.627"
"2024/02/20","11:00","0.335","-","0.55"
"2024/02/20","12:00","0.207","-","0.325"
"2024/02/20","13:00","0.027","-","0.177"
"2024/02/20","14:00","-0.185","-","-0.048"
"2024/02/20","15:00","-0.366","-","-0.195"
"2024/02/20","16:00","-0.456","-","-0.266"
"2024/02/20","17:00","-0.44","-","-0.261"
"2024/02/20","18:00","-0.337","-","-0.142"
"2024/02/20","19:00","-0.184","-","-0.004"
"2024/02/20","20:00","-0.017","-","0.166"
"2024/02/20","21:00","0.128","-","0.336"
"2024/02/20","22:00","0.195","-","0.42"
"2024/02/20","23:00","0.152","-","0.374"
"2024/02/21","00:00","0.027","-","0.215"
"2024/02/21","01:00","-0.138","-","0.025"
"2024/02/21","02:00","-0.323","-","-0.132"
"2024/02/21","03:00","-0.479","-","-0.276"
"2024/02/21","04:00","-0.544","-","-0.334"
"2024/02/21","05:00","-0.499","-","-0.295"
"2024/02/21","06:00","-0.364","-","-0.153"
"2024/02/21","07:00","-0.171","-","0.067"
"2024/02/21","08:00","0.04","-","0.3"
"2024/02/21","09:00","0.239","-","0.492"
"2024/02/21","10:00","0.378","-","0.633"
"2024/02/21","11:00","0.406","-","0.672"
"2024/02/21","12:00","0.326","-","0.613"
"2024/02/21","13:00","0.175","-","0.437"
"2024/02/21","14:00","-0.026","-","0.237"
"2024/02/21","15:00","-0.244","-","0.02"
"2024/02/21","16:00","-0.412","-","-0.129"
"2024/02/21","17:00","-0.481","-","-0.167"
"2024/02/21","18:00","-0.445","-","-0.147"
"2024/02/21","19:00","-0.323","-","-0.021"
"2024/02/21","20:00","-0.147","-","0.143"
"2024/02/21","21:00","0.04","-","0.315"
"2024/02/21","22:00","0.188","-","0.467"
"2024/02/21","23:00","0.238","-","0.537"
"2024/02/22","00:00","0.169","-","0.515"
"2024/02/22","01:00","0.02","-","0.37"
"2024/02/22","02:00","-0.168","-","0.176"
"2024/02/22","03:00","-0.364","-","-0.062"
"2024/02/22","04:00","-0.512","-","-0.213"
"2024/02/22","05:00","-0.56","-","-0.261"
"2024/02/22","06:00","-0.497","-","-0.165"
"2024/02/22","07:00","-0.343","-","0.034"
"2024/02/22","08:00","-0.131","-","0.274"
"2024/02/22","09:00","0.096","-","0.527"
"2024/02/22","10:00","0.296","-","0.709"
"2024/02/22","11:00","0.413","-","0.787"
"2024/02/22","12:00","0.407","-","0.809"
"2024/02/22","13:00","0.292","-","0.691"
"2024/02/22","14:00","0.113","-","0.507"
"2024/02/22","15:00","-0.105","-","0.281"
"2024/02/22","16:00","-0.319","-","0.061"
"2024/02/22","17:00","-0.466","-","-0.083"
"2024/02/22","18:00","-0.505","-","-0.149"
"2024/02/22","19:00","-0.436","-","-0.086"
"2024/02/22","20:00","-0.279","-","0.09"
"2024/02/22","21:00","-0.077","-","0.308"
"2024/02/22","22:00","0.119","-","0.518"
"2024/02/22","23:00","0.253","-","0.621"
"2024/02/23","00:00","0.271","-","0.66"
"2024/02/23","01:00","0.166","-","0.525"
"2024/02/23","02:00","-0.012","-","0.334"
"2024/02/23","03:00","-0.218","-","0.124"
"2024/02/23","04:00","-0.416","-","-0.06"
"2024/02/23","05:00","-0.549","-","-0.207"
"2024/02/23","06:00","-0.571","-","-0.234"
"2024/02/23","07:00","-0.479","-","-0.149"
"2024/02/23","08:00","-0.293","-","0.022"
"2024/02/23","09:00","-0.059","-","0.285"
"2024/02/23","10:00","0.173","-","0.534"
"2024/02/23","11:00","0.354","-","0.717"
"2024/02/23","12:00","0.434","-","0.818"
"2024/02/23","13:00","0.381","-","0.752"
"2024/02/23","14:00","0.227","-","0.52"
"2024/02/23","15:00","0.022","-","0.361"
"2024/02/23","16:00","-0.203","-","0.127"
"2024/02/23","17:00","-0.402","-","-0.097"
"2024/02/23","18:00","-0.516","-","-0.187"
"2024/02/23","19:00","-0.512","-","-0.197"
"2024/02/23","20:00","-0.395","-","-0.051"
"2024/02/23","21:00","-0.2","-","0.112"
"2024/02/23","22:00","0.017","-","0.292"
"2024/02/23","23:00","0.203","-","0.463"
"2024/02/24","00:00","0.307","-","0.515"
"2024/02/24","01:00","0.282","-","0.492"
"2024/02/24","02:00","0.138","-","0.373"
"2024/02/24","03:00","-0.066","-","0.262"
"2024/02/24","04:00","-0.281","-","0.05"
"2024/02/24","05:00","-0.471","-","-0.17"
"2024/02/24","06:00","-0.578","-","-0.326"
"2024/02/24","07:00","-0.563","-","-0.237"
"2024/02/24","08:00","-0.429","-","-0.084"
"2024/02/24","09:00","-0.211","-","0.175"
"2024/02/24","10:00","0.032","-","0.441"
"2024/02/24","11:00","0.248","-","0.652"
"2024/02/24","12:00","0.394","-","0.748"
"2024/02/24","13:00","0.424","-","0.785"
"2024/02/24","14:00","0.321","-","0.672"
"2024/02/24","15:00","0.132","-","0.488"
"2024/02/24","16:00","-0.088","-","0.247"
"2024/02/24","17:00","-0.308","-","-0.001"
"2024/02/24","18:00","-0.479","-","-0.14"
"2024/02/24","19:00","-0.544","-","-0.199"
"2024/02/24","20:00","-0.482","-","-0.133"
"2024/02/24","21:00","-0.316","-","0.074"
"2024/02/24","22:00","-0.097","-","0.29"
"2024/02/24","23:00","0.116","-","0.484"
"2024/02/25","00:00","0.278","-","0.614"
"2024/02/25","01:00","0.34","-","0.671"
